id,trial,prob_recip,pe
sub-1032,1,0.5,-0.5
sub-1032,2,0.5,0.5
sub-1032,3,0.5006957079820009,0.4993042920179991
sub-1032,4,0.5,-0.5
sub-1032,5,0.5,0.5
sub-1032,6,0.5,-0.5
sub-1032,7,0.5006957079820009,0.4993042920179991
sub-1032,8,0.5,0.5
sub-1032,9,0.5013904479448094,0.49860955205519064
sub-1032,10,0.5006957079820009,-0.5006957079820009
sub-1032,11,0.5006957079820009,-0.5006957079820009
sub-1032,12,0.5013904479448094,-0.5013904479448094
sub-1032,13,0.5006957079820009,-0.5006957079820009
sub-1032,14,0.49565459521903915,-0.49565459521903915
sub-1032,15,0.5020842212353428,0.4979157787646572
sub-1032,16,0.5027770291986443,0.4972229708013557
sub-1032,17,0.5034688731778858,0.4965311268221142
sub-1032,18,0.49565459521903915,-0.49565459521903915
sub-1032,19,0.5006957079820009,-0.5006957079820009
sub-1032,20,0.5041597545143699,0.4958402454856301
sub-1032,21,0.5048496745475332,0.49515032545246684
sub-1032,22,0.5055386346149484,0.4944613653850516
sub-1032,23,0.49496780300658316,-0.49496780300658316
sub-1032,24,0.5062266360523273,0.4937733639476727
sub-1032,25,0.49565459521903915,0.5043454047809608
sub-1032,26,0.4963563494666224,0.5036436505333777
sub-1032,27,0.49496780300658316,-0.49496780300658316
sub-1032,28,0.4893054246472006,-0.4893054246472006
sub-1032,29,0.4970571272821427,-0.4970571272821427
sub-1032,30,0.4913708472780637,-0.4913708472780637
sub-1032,31,0.4857496177048307,-0.4857496177048307
sub-1032,32,0.4857496177048307,-0.4857496177048307
sub-1032,33,0.4857496177048307,0.5142503822951693
sub-1032,34,0.4893054246472006,-0.4893054246472006
sub-1032,35,0.4893054246472006,-0.4893054246472006
sub-1032,36,0.4864651538962503,-0.4864651538962503
sub-1032,37,0.506913680193523,0.493086319806477
sub-1032,38,0.4837078232864229,-0.4837078232864229
sub-1032,39,0.5075997683705327,0.49240023162946733
sub-1032,40,0.5082849019135002,0.4917150980864998
sub-1032,41,0.4864651538962503,-0.4864651538962503
sub-1032,42,0.4837078232864229,-0.4837078232864229
sub-1032,43,0.4809000449269722,-0.4809000449269722
sub-1032,44,0.5089690821507185,0.49103091784928155
sub-1032,45,0.4837078232864229,-0.4837078232864229
