id,trial,prob_recip,pe
sub-1004,1,0.5,0.5
sub-1004,2,0.5,-0.5
sub-1004,3,0.6584414279773576,0.3415585720226424
sub-1004,4,0.5,-0.5
sub-1004,5,0.32931608077109353,-0.32931608077109353
sub-1004,6,0.32389667125180227,0.6761033287481977
sub-1004,7,0.544944766189776,0.45505523381022395
sub-1004,8,0.2272417823007262,-0.2272417823007262
sub-1004,9,0.6877608366122366,0.31223916338776336
sub-1004,10,0.15559958390263856,-0.15559958390263856
sub-1004,11,0.0990563100139482,-0.0990563100139482
sub-1004,12,0.7722806931921314,0.22771930680786856
sub-1004,13,0.12335390797322907,-0.12335390797322907
sub-1004,14,0.13494482695836854,-0.13494482695836854
sub-1004,15,0.8257198840530986,0.1742801159469014
sub-1004,16,0.6856284067075888,0.31437159329241116
sub-1004,17,0.7884103911249201,0.21158960887507994
sub-1004,18,0.8595077681720853,-0.8595077681720853
sub-1004,19,0.5471715656818479,-0.5471715656818479
sub-1004,20,0.8359181740318,0.16408182596819998
sub-1004,21,0.8895637833669419,0.11043621663305814
sub-1004,22,0.16728461180516233,-0.16728461180516233
sub-1004,23,0.541627512187921,0.45837248781207895
sub-1004,24,0.187447504847588,-0.187447504847588
sub-1004,25,0.11933102702345255,-0.11933102702345255
sub-1004,26,0.6798852854020495,0.3201147145979505
sub-1004,27,0.8640814271483797,0.13591857285162035
sub-1004,28,0.10166418162583599,-0.10166418162583599
sub-1004,29,0.8959474391080045,0.10405256089199555
sub-1004,30,0.9299668254659723,0.07003317453402769
sub-1004,31,0.7511025066781297,0.24889749332187028
sub-1004,32,0.9389273248679774,-0.9389273248679774
sub-1004,33,0.15929809123969457,-0.15929809123969457
sub-1004,34,0.8123295968826384,0.1876704031173616
sub-1004,35,0.5918082884013135,0.4081917115986865
sub-1004,36,0.18979435924672056,-0.18979435924672056
sub-1004,37,0.8510415196390086,0.14895848036099135
sub-1004,38,0.20859313855656955,-0.20859313855656955
sub-1004,39,0.8874409452658973,0.11255905473410266
sub-1004,40,0.6987890155093412,0.30121098449065875
sub-1004,41,0.9111858598466834,-0.9111858598466834
sub-1004,42,0.7881200729442437,0.2118799270557563
sub-1004,43,0.25075584634880005,-0.25075584634880005
sub-1004,44,0.8463945729307527,0.1536054270692473
sub-1004,45,0.8966149838976045,-0.8966149838976045
